sha,date,tier,area,files,status,note,subject
c26c20a178,2026-08-02,C,lua+sql,2,conflict,does not apply cleanly onto 9e6f10c2fb,"[lua] [sql] Add Kawahori Kabuto anim, correct blind power/duration"
c52fc35f4d,2026-08-02,C,lua,2,content-queued,see content_queue.csv; new_text_keys=5; applies_clean=yes,Fix Garlaige Incinerator Door
fdbe7d3053,2026-08-02,D,lua,2,,,[lua] Adjust Hundredscar Hajwaj PH
1f0c7f3a3c,2026-08-03,D,mod,1,,,Update Mog House Exit to only prompt on main job change
27c186d0f4,2026-08-03,C,lua+sql,2,conflict,does not apply cleanly onto 9e6f10c2fb,Sleep at Night Mixing fix for friendly Karakul
35fb902ff8,2026-08-03,C,lua+sql,3,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Coated Shield
3bc5123927,2026-08-03,D,lua,8,,,Wondering Minstrel IF Conversion
4cc99bba74,2026-08-03,D,cpp,1,,,Increase border cells context during navmesh bake
4cd618176d,2026-08-03,C,lua,2,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=yes,Flame Spout Trade Fix
67a53fbd63,2026-08-03,D,cpp+lua,2,,,Do not unequip offhand when switching 1H mainhand
67c305b885,2026-08-03,D,other,1,,,Bump navmeshes submodule to off-mesh + barrier-aware meshes
79fe02c62b,2026-08-03,D,cpp,3,,,Dont shortcut through corners
7d3b5e9da7,2026-08-03,D,sql,1,,,Content Tags Pt. 4
c4cdae9495,2026-08-03,D,lua,1,,,Clear TODO from Haste Belt
ea633ac786,2026-08-03,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,SAM Unlock Quest Fix
eb64f7a103,2026-08-03,D,mod,3,,,Teamwork Quest Modules
fd749eda9e,2026-08-03,D,lua+sql,3,,,Implement Dispel Couse
245d9c642e,2026-08-04,D,mod,1,,,NM Respawn Timer Module Move
2ed8fa160e,2026-08-04,D,lua,7,,,Sin Hunting IF
55a04d5b3b,2026-08-04,D,cpp,1,,,Improve Automaton Inhibitor Logic
5892b8d875,2026-08-04,D,lua,5,,,Trial by Fire IF
5b0ef828a8,2026-08-04,D,lua,6,,,The Requiem IF
91f8d0b511,2026-08-04,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Add nil guard to aern mixin
9771498e3b,2026-08-04,D,cpp+lua,2,,,[test] [core] Unreserve non-confirmed items in confirmTrade
1b3c0de5b6,2026-08-05,D,cpp,1,,,Wipe TP for level capped battlefields
2b9adc8156,2026-08-05,C,lua,2,conflict,does not apply cleanly onto 9e6f10c2fb,Olduum Quest Fixes
2d002ecec1,2026-08-05,D,cpp,1,,,Reorder instance entities loading
33fb361c78,2026-08-05,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,fix onSpawn for mob and npc in instances
368cefed46,2026-08-05,C,lua,13,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Correct drain weapon dint scaling
41066aeb54,2026-08-05,D,lua,2,,,Clamming: Tide adjusted loot tables. Swimsuit effects.
521fe876b9,2026-08-05,D,sql,1,,,Altana's Repast -> AH Meats and Eggs
529999f81b,2026-08-05,D,sql,1,,,Synthesis content tags for Hi-Potions and Drops
6d7ab56165,2026-08-05,D,lua+sql,3,,,TP Adjustments (Orcs Sahagins and Qudavs)
70aec122cd,2026-08-05,D,lua,10,,,The Circle of Time IF
7e99246cf5,2026-08-05,D,sql,1,,,Blurred Harp/+1 and Nepote Bell -> Instruments
95808fcd41,2026-08-05,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",OP Supply Quest Fix
974681ab6c,2026-08-05,D,lua,2,,,[lua] Support non-whole number proc rates (2 digits of precision)
9bf4ced1bc,2026-08-05,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Fixes Yagudo and Quadav EES animations
9c2787bcc8,2026-08-05,C,lua,7,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Hydra Equipment
a674087af8,2026-08-05,D,sql,1,,,Update items vendor sale prices
aa8bc975f9,2026-08-05,C,lua+mod,115,skip-large,"115 files, structural",era module price fixes
bfe02ca873,2026-08-05,D,cpp+lua,7,,,Guild sales go through transaction framework
c3e0a34ce4,2026-08-05,D,cpp,4,,,Account for recent tick movement on instant casts
c690ad2b5a,2026-08-05,D,mod,1,,,Sandy Mission JST Waits
d006e58256,2026-08-05,D,lua,2,,,Add support to cleanup debuffs on battlefield victories
faa8c7570c,2026-08-05,D,cpp,1,,,Check if mob is spawned rather than alive when processing spawn slots
fdb3293f77,2026-08-05,D,mod,1,,,Sin Hunting Module
0d41f13b76,2026-08-06,D,lua+sql,7,,,Make Sand Pugils not link
1f8b8b13e1,2026-08-06,C,lua,1,candidate,"applies cleanly, not yet built or reviewed","Fix missing item name in ""The Three Magi"" quest dialogue"
36d0d2df9d,2026-08-06,D,cpp,1,,,Use DT_PARTIAL_RESULT to detect partial paths
37042223eb,2026-08-06,D,cpp+lua,5,,,Unreserve partial confirmed stack
44ee47472a,2026-08-06,C,cpp+lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,Fix roam paths being built from the spawn point
6ac5b8ec08,2026-08-06,D,lua+sql,5,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,[lua][sql] Windurst 8-2 audit
88b7f56447,2026-08-06,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Correct mobs for Windurst 2-2
90e29acc55,2026-08-06,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Prevent Aerns from casting on spawn
92fe23b47e,2026-08-06,D,cpp,2,,,Interrupt Ranged Attack on Untargetable
9a7a71843c,2026-08-06,D,cpp,35,,,Batch periodic character persistence into a single sweep
9b1657d698,2026-08-06,D,lua+sql,20,,,[lua] [sql] Implement Spark weapons
9d0919cfb4,2026-08-06,D,lua+mod,2,,,Enveloped in Darkness Era Module
9e061b43c9,2026-08-06,D,lua+sql,11,,,Ill Take the Big Box IF
a61e721cca,2026-08-06,D,other,4,,,Docs: Update rules and guidance for AI agents
a7a52a321e,2026-08-06,D,lua,15,,,Add debuff cleanup to Maat fights and Mission 2-3
be9c888c01,2026-08-06,D,lua+mod,2,,,The Circle of Time Era Module
c1410923f2,2026-08-06,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix dangling reference in pruneTailWithin
c94d52b02b,2026-08-06,D,lua,3,,,[lua] Implement plumbing for Pump/Fan/Battery weapons
ce79977276,2026-08-06,D,lua,3,,,[lua] Make Water Way to Go repeatable and zone
d180429837,2026-08-06,C,lua,2,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Sheep in Antlions Clothing ENM
d9e0e147f8,2026-08-06,D,cpp,1,,,Write ranged model when lockstyling with throwing ammo
f0cd0b28bd,2026-08-06,D,lua,16,,,Pulling the Strings Item Enchantment Audit
07b45069c6,2026-08-07,D,cpp,1,,,[C++] Send General flags when setting hidden state
13e7fbe481,2026-08-07,D,sql+tools,5,,,"Index char_vars, accounts_parties and accounts_sessions filters"
494be80d63,2026-08-07,C,lua+sql,7,conflict,does not apply cleanly onto 9e6f10c2fb,Sickle Slash crit fix and Ghrah adjustment
5018da9f56,2026-08-07,D,sql,1,,,Ropchop Content Tag
5654bd0045,2026-08-07,D,sql,1,,,Gustaberg aggro/link audit
7cd00f974f,2026-08-07,D,lua,3,,,LB2 NM Improvements
ae73688ade,2026-08-07,D,lua,2,,,Adjust Ziryu Roam Range
d50054ce1a,2026-08-07,D,cpp,1,,,Rewrite party chat IPP lookup so accounts_parties indexes are usable
e50c5759a1,2026-08-07,C,lua,2,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Fix BLU Ecosystem Multiplier
e553446ff2,2026-08-07,D,lua+mod,4,,,Apoc Nigh Quest Chain Modules
f8c93597b7,2026-08-07,C,mod,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Economizer in PUP Module
1ab89d6d14,2026-08-08,C,lua+sql,11,conflict,does not apply cleanly onto 9e6f10c2fb,One to be Feared CoP 6-4 Fixes
286f2fc59f,2026-08-08,D,lua+sql,4,,,Ronfaure agro/link and other bat stuff
3cf40e7dd8,2026-08-08,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix New Character CS camera
4d9a3743d5,2026-08-08,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Moonlit Path turn-in consuming Whisper of the Moon on full inventory
5092fa7221,2026-08-08,B,cpp,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] Set HP update flag on Wild Card roll 3 or higher
547431d2bf,2026-08-08,C,lua+sql,15,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=no,Title Fixes + Cold Light of Day Audit
5bcf2a1937,2026-08-08,C,cpp+sql,2,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Dancers / Evokers Roll
658e5e9691,2026-08-08,D,cpp+lua,4,,,[lua][cpp] Disallow respawns for spawn slots mobs when a PH dies
6665a56ec1,2026-08-08,C,lua,7,candidate,"applies cleanly, not yet built or reviewed",Fix onlyInitiator in Battlefield Handler
6b89f8ec51,2026-08-08,D,lua,1,,,Update Ark Angel HM Aggro Range
709e7fe329,2026-08-08,D,other,1,,,Remove Bust on Logout
7980612718,2026-08-08,D,cpp,1,,,Wrap batched character position writes in a transaction
8216522e48,2026-08-08,D,cpp,1,,,Throw if executeBulk fails for rollback
96ff82d9b8,2026-08-08,D,lua,16,,,Rename cutscene flags
a0a6455897,2026-08-08,D,lua,7,,,Add Free Alzadaal Entry with Remnants Permit
bca3fa628e,2026-08-08,D,lua,25,content-queued,see content_queue.csv; new_text_keys=3; applies_clean=no,Eco-Warrior IF
c51a0a8e17,2026-08-08,D,mod,4,,,75 Era Silent Oil / Prism Powder Duration Module
d1bdcd1839,2026-08-08,D,lua+sql,4,,,Test your Mite Improvements
f40580753a,2026-08-08,C,sql,1,candidate,"applies cleanly, not yet built or reviewed",[sql] Fix Mana Converter crystal
11b3e12e79,2026-08-09,D,mod,3,,,[lua][module] Homepoint and WHM AF NPC location adjustments
1f98a8a77e,2026-08-09,D,cpp,4,,,Do not automatically retry while in transaction
266171d940,2026-08-09,C,lua,7,candidate,"applies cleanly, not yet built or reviewed",Various Promyvion Fixes
29be689431,2026-08-09,D,cpp+lua,7,,,"Lua, Core: Add flexible entity Lua data store"
2c355206a5,2026-08-09,C,lua+sql,11,conflict,does not apply cleanly onto 9e6f10c2fb,Add Terroanima Mixin / Fix Offspring HP
2c5f4aee96,2026-08-09,C,lua,8,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Various Quest Battlefield Entry Requirements
3cf7ef6d41,2026-08-09,D,cpp,2,,,Drop the autocommit juggling from db::transaction
3dad9522f2,2026-08-09,D,lua+sql,5,,,TP ready/lockout adjustments Sky Mobs
3ec88c15b6,2026-08-09,D,lua+sql,13,,,[lua] [sql] Implement Hydro weapons
4c13855e2b,2026-08-09,D,tools,3,,,Collect modules enums
59bfcd7210,2026-08-09,D,lua+sql,13,,,[lua] [sql] Implement Wind Fan weapons
632936e1d3,2026-08-09,D,other,1,,,Deps: Update to Tracy 14.0.0
798bb161a4,2026-08-09,D,tools,2,,,Allow null keys in yaml
7b88fb3ce9,2026-08-09,D,sql,1,,,Update Memory Receptacle HP
7fbcbcea6d,2026-08-09,D,cpp+lua+mod+sql+tools,36,,,Migrate merits to YAML
b3d67ab75e,2026-08-09,D,cpp,1,,,Check for SQL commit result
d99b32b1a7,2026-08-09,D,lua,43,skip-large,"43 files, structural",[lua] Make Hydro/Gust/Spark weapons not proc off wrong ammo type
faef00f5f5,2026-08-09,A,cpp+lua,5,conflict,does not apply cleanly onto 9e6f10c2fb,Tests: Pin the mob level in the tests that assert exact damage
180351f949,2026-08-10,D,lua,7,,,[lua] Update ToAU 5 - 11
275bca76df,2026-08-10,D,lua,2,,,[lua] ToAU Mission 3 and 4 audit
2eb520e15d,2026-08-10,D,cpp,10,,,Refactor container checks
504f61716d,2026-08-10,D,lua+mod,6,,,SAM AF Quest Audits + Era Modules
541254471e,2026-08-10,D,lua,5,,,BLU Quest Audits
6f74be1141,2026-08-10,D,cpp,2,,,Generate YAML schemas when building xi_map
8028e2a7b2,2026-08-10,D,mod,1,,,Update Repair Values in PUP Module
81c0fd3f80,2026-08-10,D,cpp,2,,,Deprecate Spells merit IDs
896b3872db,2026-08-10,D,cpp+sql+tools,9,,,[sql][cpp] Adds more more detailed tracking data to audit_vendor
b22f8d013a,2026-08-10,D,lua+sql,5,,,Implement Seether and Weeper Type Strays
bbed173a1d,2026-08-10,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,"[lua] Fix Parraggoh's intro events in ""Beauty and the Galka"""
f0067ab80f,2026-08-10,D,cpp+tools,7,,,Animation locks dump
10e8904774,2026-08-11,D,cpp,3,,,Proper level ranges for each type of seals
132695d56a,2026-08-11,D,lua,2,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=yes,TOAU Quest Audits
14946f22c6,2026-08-11,C,mod,3,conflict,does not apply cleanly onto 9e6f10c2fb,SAM Era Modules Fix
1ac7005cf0,2026-08-11,D,cpp,1,,,"Seals, geodes and avatarites do not drop in sea"
236bd9b96d,2026-08-11,D,cpp+lua+mod,181,skip-large,"181 files, structural","Modules, Core, CI: Register modules instead of returning them"
27184e04b7,2026-08-11,D,cpp+mod,2,,,Modules: Drop the stale custom/commands entry from init.txt
46f7358b79,2026-08-11,C,mod,1,candidate,"applies cleanly, not yet built or reviewed",[module] Claimshield fixes
47d0e7a61a,2026-08-11,D,tools,1,,,CI: follow CPM_SOURCE_CACHE when filtering clang-tidy warnings
47fd564c6f,2026-08-11,D,cfg+cpp+lua+sql,9,,,Migrate Experience Points Calculations to lua (#10865)
4be734b4f4,2026-08-11,D,cpp,3,,,Build: keep clang-tidy off Catch2's sources
51084c308d,2026-08-11,C,cpp,1,candidate,"applies cleanly, not yet built or reviewed",Alpaca: Use fixed length integers
62561eb4f9,2026-08-11,D,mod,3,,,Eco-Warrior Era Modules
63a768935a,2026-08-11,D,lua+sql,5,,,TP ready/lockout Bibiki mobs
65a5471242,2026-08-11,D,cpp+mod,4,,,Implement ToAU Era Experience Points Module
6a77d87e5c,2026-08-11,D,cpp,1,,,NMs do not drop seals
870b383b13,2026-08-11,D,lua,294,blocked-client,"shifts zone text IDs, our client is pinned",30260805_0 string shifts
9c441374bd,2026-08-11,D,sql,2,,,30260805_0 new items
aa4bea0d28,2026-08-11,D,other,1,,,Docker: drop the meshes-specific dockerignore
b53d5eb311,2026-08-11,D,other,2,,,Docker: keep mesh directories in the build context
cb0ad243e0,2026-08-11,D,tools,1,,,CI: Allow the module framework methods in the Lua binding check
ddb68f8c3f,2026-08-11,C,cpp,6,conflict,does not apply cleanly onto 9e6f10c2fb,Fix linkshell permissions packet
e1678ac8f9,2026-08-11,D,cfg,1,blocked-client,"CLIENT_VER bump, never take while pinned",Bump version update
e19d233997,2026-08-11,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix untargetable caskets and early-despawns
e3c398b89c,2026-08-11,D,cfg+cpp+lua,3,,,[cpp] Adds retail skill up chance weights and era skill up rates
e5d279f2f4,2026-08-11,D,cpp,4,,,No cooldown on bad crafting recipe
f8f54d9dcf,2026-08-11,D,sql,1,,,[sql] Audit some synthesis content tags (701-750)
fde34dd76e,2026-08-11,C,other,15,conflict,does not apply cleanly onto 9e6f10c2fb,"CI, Docker: fix build caching, meshes publishing, and arch claims"
08162051f5,2026-08-12,D,sql,1,,,Audit some Synthesis Recipes
09362a9510,2026-08-12,C,sql,4,conflict,does not apply cleanly onto 9e6f10c2fb,"[sql, yaml] Entities values fixes (#11119)"
1f6ebc06cf,2026-08-12,D,cpp,1,,,Clear the engaged flags when AI is reset
3c6c3c3609,2026-08-12,D,cpp+lua+sql+tools,11,,,Move species mods to ecosystem YAML
6456e1a3f4,2026-08-12,D,mod,1,,,Update SoA WS Module to Revoke Certain WS
760886cd41,2026-08-12,B,cpp,4,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Improve automaton skill recalculation
7d2b120473,2026-08-12,C,lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Eurytos PH
806f80b4d9,2026-08-12,B,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Simplify automaton skill merits/gear mod addition
a02c7e0e9c,2026-08-12,D,cpp+lua,5,,,Don't free an AI state from inside its own update
a1d430afb7,2026-08-12,D,cpp,2,,,Resume the next AI state before running Cleanup
c3a70457e8,2026-08-12,D,mod,1,,,Adjust Berserk / Defender in era module
c69cb9b294,2026-08-12,D,mod,3,,,BLU AF Era Modules
dbc1b3eec0,2026-08-12,C,lua,9,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Fomor detection
ea682f3ebb,2026-08-12,D,cpp+lua,2,,,Clear the action queues when AI is reset
01156a5ebf,2026-08-13,C,cpp+lua,4,conflict,does not apply cleanly onto 9e6f10c2fb,Automaton Bug Fixes
0565d0b18f,2026-08-13,D,other,1,,,Update Ahriman Species with -25% MDT
6194f08f49,2026-08-13,D,lua,6,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,[lua] Open the Rampart Gates for mounted players in the [S] areas
68f88390ae,2026-08-13,D,mod,4,,,ToAU Circle Effects Modules
843f108a94,2026-08-13,C,lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Fix rampart gate lookup in the [S] areas
90523c2fc5,2026-08-13,D,mod,1,,,Inside the Belly Era Module
b0a321dd09,2026-08-13,D,mod,1,,,PUP Frame and Head Quest Era Module
f386570c8f,2026-08-13,D,cpp+lua,3,,,Add curse immunity
f4c079345b,2026-08-13,D,cpp+lua,24,,,Route PC to PC trades through PlayerTradeTransaction
f964278469,2026-08-13,B,cpp,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] Don't reset auto attack delay on equips
6f80f07cca,2026-08-14,D,mod,5,,,[lua][module] Merit sql module removal; Merit yaml module additions
7b628d19fc,2026-08-14,D,lua,4,,,Quest Level Corrections
be3aab6443,2026-08-14,C,cpp,2,conflict,does not apply cleanly onto 9e6f10c2fb,[cpp] Fixes multiple mobskill check triggering over and over again
c3fcece585,2026-08-14,D,lua,3,adopted,content ported 2026-08-21; IDs.lua text kept ours; 265/265 tests,Implement Norg Tales' Beginning for ZM1
12b1365906,2026-08-15,D,cpp,4,,,Claim the gil a payment is about to move
16b7b5c85a,2026-08-15,D,mod,1,,,COR AF2 Era Module
24c7db3e03,2026-08-15,D,cpp+lua,38,,,Close an NPC trade left open at the end of an event
2e1a311a4b,2026-08-15,D,cpp+lua,7,,,Cover the item transaction layer with tests
36b1f61a62,2026-08-15,D,cpp,17,,,Make item creation and destruction transaction-only
46b0fceb92,2026-08-15,D,cpp,10,,,Hold NPC trade offers in a transaction
48f7737e65,2026-08-15,D,cpp,22,,,Hold claims in the base as item references
4f31836252,2026-08-15,D,lua+sql,18,,,Adjust City Dynamis TP Lists/Behaviors and Read/Lockouts
52b79b00a3,2026-08-15,D,cpp,18,,,Undo what a step applied rather than what it requested
5c75b2df1e,2026-08-15,D,cpp,1,,,Unwind an auction sale as a single transaction
77f6b263a7,2026-08-15,D,cpp+lua,20,,,Consume the gear a porter slip records
81fac4dc68,2026-08-15,D,cpp,20,,,Let a transaction mutate the items it holds
8ebae71f82,2026-08-15,D,cpp,26,,,Make item mutation unreachable outside the transaction layer
a3ea99327c,2026-08-15,D,cpp,15,,,Claim the stacks an operation mutates
aca7e5fb5f,2026-08-15,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix impossible to meet bit condition
bad31e955e,2026-08-15,D,lua+mod,11,,,Chasing Quotas IF
c72de6a1ea,2026-08-15,D,cpp,27,,,Track item claims as item state
c9545662f8,2026-08-15,D,cpp+lua,30,,,Delete the item reserve
ce89e903a3,2026-08-15,D,cpp,1,,,Route script item changes through a transaction
fbf1d3a7c6,2026-08-15,D,other,1,,,Add DT Modifiers to Orobon species
fd843f878b,2026-08-15,D,cpp,11,,,Release only what a transaction claimed
1d149e8be4,2026-08-16,D,lua+sql,4,,,Implement Minotaur's Mortal Ray
1e8dd46239,2026-08-16,D,cpp,3,,,Entities: stop GetLocalVar inserting on a miss
21233f1918,2026-08-16,A,cpp,3,conflict,does not apply cleanly onto 9e6f10c2fb,Logging: split the crash breadcrumb ring in two
31f2f37be3,2026-08-16,D,other,1,,,Build: raise the asio coroutine frame cache to 8
351814020e,2026-08-16,D,cpp+lua,5,,,Stop status effects reverting to their original duration on zone
372f051944,2026-08-16,D,cpp,16,,,Reduce the transaction API to its journaled verbs
3cc764ecc2,2026-08-16,D,cpp,3,,,Bump neutral time to 15s and apply to NMs
3dffa41c01,2026-08-16,D,cpp,1,,,Spawn mobs already roaming
408b63b294,2026-08-16,D,cpp,1,,,Unlock staged items on the client when a trade closes
41ce2e0d96,2026-08-16,D,cpp,1,,,Mobs: move m_mobModStat to FlatHashMap
429d1bcc72,2026-08-16,D,lua+mod,9,,,Mog Safe Quest Modules
4ac28aeb6f,2026-08-16,D,cpp,1,,,Pathfind: skip the end-gap navmesh query when the gap cannot be beaten
5183a48749,2026-08-16,D,lua,1,,,[lua] Sets minimum shop sell value to 1
734ea06577,2026-08-16,D,cpp,2,,,"Chars, ROE: drop three redundant statements from the tick thread"
8232c174b8,2026-08-16,D,cpp,15,,,Roam regions support
8a87a9d0fb,2026-08-16,D,cpp,4,,,Tracy: introduce TracyZoneScopedS
984df8173a,2026-08-16,D,cpp+lua,6,,,"Core, Tests: Respawn dynamic and instanced mobs"
c2503780d4,2026-08-16,D,mod,1,,,Map Vendor Era Module
c9e92d9863,2026-08-16,D,lua+sql,5,,,"Ix Drk Spells, Dragur / Wamoura family DTs, bolt case size"
cae8b40c21,2026-08-16,D,lua,1,,,Tests: Deflake Jug Pet Ready by stopping the pet's auto-attacks
cddd6c9bb3,2026-08-16,D,cpp,1,,,Core: Bounds-check mob and weapon skill ids on load
d013e2fa9a,2026-08-16,D,cpp,11,,,Fail an action when its item cannot be spent
d2731e4387,2026-08-16,D,cpp,2,,,Roam: evaluate the spell-cast conditions lazily as lambdas
d4f0a8da02,2026-08-16,D,other,1,,,Soulflayer MDT / MDEF
e5bd6da763,2026-08-16,C,lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Orc TP Skills
e9b6a414e5,2026-08-16,D,cpp,2,,,Name the zone when a trade is left open at the end of an event
f7227878e6,2026-08-16,D,cpp+lua,18,,,Propagate confirm failures and return an optional slot
f802acc65a,2026-08-16,D,cpp,2,,,Pathfind: memoize ValidPosition in a small per-entity LRU cache
fbed261a68,2026-08-16,D,cpp,3,,,Map: remove three needless copies and a per-tick clock read
